"tlaID","wikidataID","transliterationLUT","hieroglyphs","lexicalCategoryID","lexicalCategory","additionalLexicalCategoryID","additionalLexicalCategory","genderID","gender","referentTypeID","referentType","senses","sensesLanguage"
"600508","L1393870","Ꜣḫ-n-Rꜥw-stp-n-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","Akhenre-setepenre (throne name of Siptah)","EN"
"243","L1384781","ꜣḫꜣḫ","𓄿𓐍𓄿𓐍𓇇","Q24905","verb","","","","","","","to be verdant; to grow green","EN"
"246","L1390019","ꜣḫꜣḫ","𓄿𓐍𓄿𓐍𓌟𓏪","Q1084","noun","","","","","","","bones","EN"
"866282","L1393872","ꜣḫꜣḫ","","Q1084","noun","","","Q499327","masculine","","","equipment; gear","EN"
"199","L1391243","ꜣḫi̯","","Q24905","verb","","","","","","","to grow green; to flourish; to be inundated","EN"
"256","L1390018","ꜣḫf","𓄿𓐍𓆑𓏛","Q1084","noun","","","Q499327","masculine","","","fever (of appetite?)","EN"
"257","L1393869","ꜣḫfḫf","𓄿𓐍𓆑𓐍𓆑𓊮","Q24905","verb","","","","","","","to be fiery; to blaze","EN"
"258","L1387202","ꜣẖꜥ","","Q24905","verb","","","","","","","to scratch; to carve","EN"
"260","L1393873","ꜣẖꜥ","𓄿𓄡𓂝𓂻","Q24905","verb","","","","","","","to stride through (?) (a gateway)","EN"
"259","L1393874","ꜣẖꜥ","𓄿𓐍𓂝𓂡","Q1084","noun","","","Q499327","masculine","","","stonecutter","EN"
"261","L1390020","ꜣẖꜥ.t","𓄿𓄡𓂝𓏏𓂷","Q1084","noun","","","","","","","scratch; scar","EN"
"262","L1391242","ꜣẖb","","Q24905","verb","","","","","","","to swallow","EN"
"872588","L1391245","ꜣẖp","","Q1084","noun","","","Q499327","masculine","","","[substantive]","EN"
"856519","L1391259","ꜣz","","Q1084","noun","","","Q499327","masculine","","","vulture","EN"
"852777","L1386993","ꜣzb","","Q24905","verb","","","","","","","to burn; to glow hot","EN"
"264","L1382660","ꜣzḫ","𓄿𓊃𓐍𓌪","Q24905","verb","","","","","","","to reap; to harvest","EN"
"265","L1387619","ꜣzḫ","𓄿𓊃𓐍𓌪","Q1084","noun","","","Q499327","masculine","","","harvest","EN"
"281","L1390031","ꜣzḫ","𓄿𓊃𓐍𓌳","Q1084","noun","","","Q499327","masculine","","","sickle","EN"
"266","L1382658","ꜣs","𓄿𓋴𓍬𓂻","Q24905","verb","","","","","","","to rush; to make rush","EN"
"271","L1381736","Ꜣs.t","𓄿𓊨𓏏𓁐","Q147276","proper noun","Q115642037","deity name","","","","","Isis","EN"
"273","L1387617","ꜣs.t","𓄿𓋴𓏏𓀠𓊌","Q1084","noun","","","Q1775415","feminine","","","splinter","EN"
"274","L1393888","ꜣs.t","𓄿𓋴𓏏𓅪","Q1084","noun","","","Q1775415","feminine","","","trembling","EN"
"881039","L1391255","ꜣs.t","","Q1084","noun","","","Q1775415","feminine","","","sky","EN"
"279","L1383611","Ꜣsb.t","𓄿𓋴𓃀𓏏𓆇𓆗","Q147276","proper noun","Q115642037","deity name","","","","","Asbet (a serpent goddess)","EN"
"283","L1391254","ꜣš","","Q1084","noun","","","Q1775415","feminine","","","[a characteristic (of the eye)]","EN"
"286","L1395686","ꜣšy.t","𓄿𓈙𓇋𓇋𓏏𓐎","Q1084","noun","","","Q1775415","feminine","","","[worsening condition of a wound]","EN"
"288","L1384155","ꜣšr","𓄿𓈙𓂋𓄹","Q1084","noun","","","Q499327","masculine","","","roast meat","EN"
"287","L1384176","ꜣšr","𓄿𓈙𓂋𓊮","Q24905","verb","","","","","","","to roast","EN"
"289","L1382185","ꜣšr.t","𓄿𓈙𓂋𓏏𓄹","Q1084","noun","","","Q1775415","feminine","","","roast joint","EN"
"290","L1382497","ꜣq","𓄿𓈎𓅪","Q24905","verb","","","","","","","to perish; to come to naught","EN"
"294","L1395320","ꜣq.yt","𓄿𓈎𓇋𓇋𓏏𓏛","Q1084","noun","","","Q1775415","feminine","","","loss","EN"
"291","L1383665","ꜣq.w","𓄿𓈎<g>X9</g>𓅪","Q1084","noun","","","Q499327","masculine","","","devastation; ruin","EN"
"292","L1393879","ꜣqꜣ","𓄿𓈎𓄿𓌪𓆱","Q1084","noun","","","Q499327","masculine","","","[part of a ship]","EN"
"856409","L1391251","ꜣqꜣq","","Q1084","noun","","","Q499327","masculine","","","[substantive]","EN"
"298","L1387913","ꜣqs","","Q1084","noun","","","Q499327","masculine","","","[a garment (?)]","EN"
"401","L1390021","ꜣk","𓄿𓎡𓂝","Q24905","verb","","","","","","","to be bent; to bend (the elbow)","EN"
"306","L1390022","ꜣk.wt","𓄿𓎡𓅱𓏏𓐎𓏥","Q1084","noun","","","Q1775415","feminine","","","[a symptom of illness]","EN"
"307","L1386500","Ꜣkr","","Q147276","proper noun","Q115642037","deity name","","","","","Aker (the earth god)","EN"
"308","L1394311","Ꜣkr.yw","𓄿𓎡𓂋𓇋𓇋𓅱𓆙𓈓","Q147276","proper noun","Q115642037","deity name","","","","","Akeriu (serpents as earth gods)","EN"
"309","L1391238","ꜣg","","Q24905","verb","","","","","","","to plant","EN"
"314","L1382769","ꜣgb.w","𓄿𓎼𓃀𓇋𓈗","Q1084","noun","","","Q499327","masculine","","","flood; abundance","EN"
"316","L1386842","Ꜣgb.w-wr","","Q147276","proper noun","Q115642037","deity name","","","","","Great-flood","EN"
"313","L1386065","ꜣgbi̯","𓄿𓎼𓃀𓈗","Q24905","verb","","","","","","","to overflow; to flood","EN"
"318","L1386064","ꜣgbgb","𓄿𓎼𓃀𓎼𓃀","Q24905","verb","","","","","","","to shudder (?)","EN"
"319","L1390014","ꜣgg.t","𓄿𓎼𓎼𓏏𓆰","Q1084","noun","","","Q1775415","feminine","","","pulp (of the nebit-reed) (med.)","EN"
"320","L1391239","ꜣgg.t","","Q1084","noun","","","Q1775415","feminine","","","sheaf (of flax stalks)","EN"
"850151","L1387618","ꜣt","𓄿𓂾","Q24905","verb","","","","","","","to enter (?) (a place)","EN"
"321","L1395264","ꜣtꞽ","𓄿𓍘𓇋𓊞","Q1084","noun","","","Q499327","masculine","","","[(a part of) the solar bark]","EN"
"854488","L1391256","ꜣtf","","Q24905","verb","","","","","","","to be crowned; to be provided (with gifts)","EN"
"330","L1393891","ꜣtf","𓄿𓏏𓆑","Q1084","noun","","","","","","","[a tree (in toponyms)]","EN"
"329","L1385148","ꜣtf","𓄿𓏏𓆑𓈓","Q1084","noun","","","Q499327","masculine","","","incense (gen.)","EN"
"326","L1382814","ꜣtf","𓄿𓏏𓆑𓋚","Q1084","noun","","","Q499327","masculine","","","atef-crown","EN"
"331","L1393892","ꜣtf","","Q1084","noun","","","Q499327","masculine","","","[a sacred serpent]","EN"
"854469","L1395793","ꜣtf.tï","","Q34698","adjective","Q1054545","nisba","","","","","belonging to the 12th Upper Egyptian district","EN"
"336","L1394255","ꜣṯ.yt","𓄿𓍘𓇋𓇋𓏏𓁔","Q1084","noun","","","Q1775415","feminine","","","nurse; attendant","EN"
"855659","L1387203","ꜣṯ.w","","Q1084","noun","","","Q499327","masculine","","","administrative overseer; steward; attendant","EN"
"337","L1396910","ꜣṯ.wtï","","Q1084","noun","","","Q499327","masculine","","","one relating to rearing (nurse? nursling?)","EN"
"334","L1386663","ꜣṯ.t","","Q1084","noun","","","Q1775415","feminine","","","bed; bier","EN"
"859429","L1397066","ꜣṯ.t-rd.wï=fï","","Q1084","noun","","","Q1775415","feminine","","","throne","EN"
"335","L1383842","ꜣṯi̯","𓄿𓍿𓁔","Q24905","verb","","","","","","","to mind (a child); to rear (a child)","EN"
"340","L1381636","ꜣṯp","𓄿𓍿𓊪𓀋","Q24905","verb","","","","","","","to load (a ship)","EN"
"323","L1390030","ꜣṯp","𓄿𓍿𓊪𓀋𓆱","Q1084","noun","","","Q499327","masculine","","","[a box]","EN"
"324","L1383080","ꜣṯp.w","𓄿𓍿𓊪𓅱𓀋𓏛𓏥","Q1084","noun","","","Q499327","masculine","","","load; cargo","EN"
"325","L1384216","ꜣṯp.wt","𓄿𓍿𓊪𓅱𓏏𓀋","Q1084","noun","","","Q1775415","feminine","","","load; cargo","EN"
"351","L1387611","ꜣd","𓄿𓂧𓂻","Q24905","verb","","","","","","","to fail (of the heart)","EN"
"342","L1384949","ꜣd","𓄿𓂧𓆊","Q24905","verb","","","","","","","to be aggressive; to be angry; to anger","EN"
"349","L1387612","ꜣd","𓄿𓂧𓆊","Q24905","verb","","","","","","","to smear (a vessel with clay)","EN"
"348","L1393855","ꜣd","𓄿𓂧𓐎","Q24905","verb","","","","","","","to decay","EN"
"353","L1383591","ꜣd.w","𓄿𓂧𓅱𓆊𓀀","Q1084","noun","","","Q499327","masculine","","","aggressor (lit. furious one, of a crocodile)","EN"
"346","L1383363","ꜣd.w","𓄿𓂧𓆊","Q1084","noun","","","Q499327","masculine","","","anger; agression","EN"
"350","L1391235","ꜣd.w","","Q1084","noun","","","Q499327","masculine","","","smoothing; lining (of a pot with clay)","EN"
"352","L1387614","ꜣd.t","𓄿𓂧𓏏𓆊","Q1084","noun","","","Q1775415","feminine","","","[an eye ailment]","EN"
"357","L1397063","ꜣdy.t","𓄿𓂧𓇋𓇋𓏏","Q1084","noun","","","Q1775415","feminine","","","[part of a ship]","EN"
"20030","L1381666","ꞽ","𓇋𓀁","Q83034","interjection","","","","","","","oh! (vocative interjection)","EN"
"500024","L1381793","ꞽ","𓇋𓀁","Q24905","verb","","","","","","","to say","EN"
"20010","L1389092","ꞽ","𓇋𓏤𓆰𓏥","Q1084","noun","","","Q499327","masculine","","","[a flowering reed]","EN"
"854785","L1395420","ꞽ.ꞽ","","Q1084","noun","","","Q499327","masculine","","","title; name","EN"
"850059","L1394696","ꞽ-ꞽr","","Q4833830","preposition","","","","","","","to (someone)","EN"
"883508","L1392618","Ꞽ-kꜣ.w-Ḥr.w","","Q147276","proper noun","Q115642102","royal name","","","","","Menkauhor","DE"
"20060","L1382103","ꞽꜣ","𓇋𓄿","Q83034","interjection","","","","","","","oh!","EN"
"20080","L1390002","ꞽꜣ","𓇋𓄿𓂻","Q24905","verb","","","","","","","to stride","EN"
"20360","L1381830","ꞽꜣ.w","𓇋𓄿𓅱𓀢","Q1084","noun","","","Q499327","masculine","","","praise","EN"
"600170","L1383607","ꞽꜣ.wt","𓇋𓄿𓏲𓏏𓀢𓏛𓏥","Q34698","adjective","","","","","","","price","EN"
"20220","L1393842","ꞽꜣ.wt","𓈏𓏏𓏥","Q1084","noun","","","Q1775415","feminine","","","the mounds (Egypt)","EN"
"20090","L1382296","ꞽꜣ.t","𓇋𓄿𓏏𓃃","Q1084","noun","","","Q1775415","feminine","","","spine; back (of a human being, of an animal)","EN"
"20130","L1384645","Ꞽꜣ.t","𓇋𓄿𓏏𓅐","Q147276","proper noun","Q115642037","deity name","","","","","Iati (milk goddess?)","EN"
"20160","L1390003","ꞽꜣ.t","𓇋𓄿𓏏𓆭","Q1084","noun","","","","","","","[a tree]","EN"
"20170","L1390004","ꞽꜣ.t","𓇋𓄿𓏏𓆰","Q1084","noun","","","","","","","[a plant (vine?)]","EN"
"20110","L1388519","ꞽꜣ.t","𓇋𓄿𓏏𓈏","Q1084","noun","","","Q1775415","feminine","","","[noun]","EN"
"20120","L1381895","ꞽꜣ.t","𓇋𓄿𓏏𓈏","Q1084","noun","","","Q1775415","feminine","","","place; mound","EN"
"20100","L1382596","ꞽꜣ.t","𓇋𓄿𓏏𓊾","Q1084","noun","","","Q1775415","feminine","","","standard (for a divine emblem)","EN"
"20140","L1393840","ꞽꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","[an offering]","EN"
"20230","L1385379","ꞽꜣ.t-wꜥb.t","𓈏𓏭𓃂𓈗𓏏𓊖","Q1084","noun","","","","","","","pure mound (burial place for a part of Osiris's body); abaton (Gr.)","EN"
"550438","L1393841","ꞽꜣ.t-wḏꜥ.t","","Q1084","noun","","","","","","","place of judgment","EN"
"853062","L1386481","Ꞽꜣ.t-ḏ.t","","Q147276","proper noun","Q7884789","toponym","","","","","Iat-dji (Dendera)","DE"
"20190","L1391485","ꞽꜣ.tït","","Q1084","noun","","","Q1775415","feminine","","","[a milky, fermented beverage]","EN"
"20200","L1395685","ꞽꜣ.tït","𓇋𓄿𓏏𓏏𓏛","Q1084","noun","","","Q1775415","feminine","","","[noun]","EN"
"20250","L1384932","ꞽꜣꜣ","𓇋𓄿𓄿𓆰","Q1084","noun","","","Q499327","masculine","","","[a plant of the Wadi Natrun]","EN"
"20240","L1390032","ꞽꜣꜣ","𓇋𓄿𓄿𓈓","Q1084","noun","","","Q499327","masculine","","","[a mineral]","EN"
"450238","L1391260","ꞽꜣꜣ","","Q1084","noun","","","Q499327","masculine","","","support (?)","EN"
"862905","L1393901","ꞽꜣꜣ","","Q1084","noun","","","Q499327","masculine","","","bird","EN"
"20270","L1388528","ꞽꜣꜣ.t","𓇋𓄿𓄿𓏏𓆰","Q1084","noun","","","Q1775415","feminine","","","twig; rod","EN"
"20280","L1387621","ꞽꜣꜣ.t","𓇋𓄿𓄿𓏏𓐏𓏪","Q1084","noun","","","Q1775415","feminine","","","[noun]","EN"
"857684","L1391261","ꞽꜣꜣ.t","","Q1084","noun","","","Q1775415","feminine","","","[tree]","EN"
"20050","L1386580","ꞽꜣi̯","","Q24905","verb","","","","","","","to praise; to adore","EN"
"20320","L1395080","ꞽꜣꞽ.w","","Q1084","noun","","","Q499327","masculine","","","tresses (dancers)","EN"
"857074","L1400327","ꞽꜣꞽ.w","","Q1084","noun","","","Q499327","masculine","","","[personal designation]","EN"
"20410","L1394468","ꞽꜣy.wt","𓇋𓄿𓇋𓇋𓏏𓀗","Q1084","noun","","","Q1775415","feminine","","","old ones (also of gods)","EN"
"20380","L1382373","ꞽꜣw","𓇋𓄿𓅱𓀗","Q1084","noun","","","Q499327","masculine","","","old man","EN"
"20490","L1382553","ꞽꜣw","𓇋𓄿𓅱𓏭𓀗","Q1084","noun","","","Q499327","masculine","","","old age","EN"
"866285","L1393894","ꞽꜣw","","Q1084","noun","","","Q499327","masculine","","","ram's head","EN"
"20390","L1382331","ꞽꜣw.t","𓇋𓄿𓅱𓏏𓀗","Q1084","noun","","","Q1775415","feminine","","","old age","EN"
"20400","L1384689","ꞽꜣw.t","𓇋𓄿𓅱𓏏𓀗","Q1084","noun","","","Q1775415","feminine","","","old woman","EN"
"20430","L1381932","ꞽꜣw.t","𓇋𓄿𓅱𓏏𓊑","Q1084","noun","","","Q1775415","feminine","","","office; rank; function","EN"
"20420","L1384857","ꞽꜣw.t","𓊑","Q1084","noun","","","Q1775415","feminine","","","[the emblem of Min's cult]","EN"
"20450","L1394499","ꞽꜣw.tï","𓇋𓄿𓅱𓏏𓏭𓀀","Q34698","adjective","Q1054545","nisba","","","","","office holder","EN"
"20480","L1381934","ꞽꜣwi̯","𓇋𓄿𓅱𓀗","Q24905","verb","","","","","","","to grow old; to be old","EN"
"400754","L1384380","ꞽꜣb","𓇋𓄿𓃀𓋁","Q24905","verb","","","","","","","to pass by; to cease; to avoid","EN"
"20520","L1390005","ꞽꜣb","𓇋𓄿𓃀𓋁","Q24905","verb","","","","","","","[of smell (stinking?)]","EN"
"870272","L1387911","ꞽꜣb","","Q1084","noun","","","Q499327","masculine","","","stale","EN"
"859430","L1393843","ꞽꜣb","","Q1084","noun","","","Q499327","masculine","","","[portion of meat]","EN"
"20530","L1391562","ꞽꜣb.ï","𓋁𓃀𓂢","Q1084","noun","","","Q499327","masculine","","","left side; left hand (or arm)","EN"
"20610","L1391421","ꞽꜣb.ï","𓋁𓃀𓏭𓂢","Q34698","adjective","Q1054545","nisba","","","","","left; eastern","EN"
"854362","L1386992","ꞽꜣb.w","","Q1084","noun","","","Q499327","masculine","","","east","EN"
"20560","L1383188","ꞽꜣb.t","𓋁𓃀𓏏𓁹","Q1084","noun","","","Q1775415","feminine","","","left eye","EN"
"20550","L1382137","ꞽꜣb.t","𓋁𓏏","Q1084","noun","","","Q1775415","feminine","","","east","EN"
"860353","L1393844","ꞽꜣb.t","","Q1084","noun","","","Q1775415","feminine","","","diadem of Lower Egypt","EN"
"888068","L1396196","ꞽꜣb.tï","","Q1084","noun","","","Q499327","masculine","","","Osten","DE"
"20580","L1394250","ꞽꜣb.tï","𓋁𓃀𓏏𓊡","Q1084","noun","","","Q499327","masculine","","","east wind","EN"
"20570","L1391382","ꞽꜣb.tï","𓋁𓃀𓏏𓏭","Q34698","adjective","Q1054545","nisba","","","","","eastern; left","EN"
"871208","L1395746","ꞽꜣb.tï-r","","Q4833830","preposition","","","","","","","eastwards to","EN"
"20670","L1391761","ꞽꜣb.tïw","𓋁𓃀𓅂𓏪","Q1084","noun","","","","","","","easterners","EN"
"20590","L1391427","ꞽꜣb.tït","𓋁𓃀𓏏𓏏𓈉","Q1084","noun","","","Q1775415","feminine","","","east","EN"
"20620","L1397126","ꞽꜣbys","𓋁𓃀𓇋𓇋𓋴𓁹𓏏𓏤","Q1084","noun","","","","","","","foundation; treasure","EN"
"20630","L1393852","ꞽꜣbrk","","Q1084","noun","","","","","","","[a silver object]","EN"
"20710","L1393857","ꞽꜣf.t","𓇋𓄿𓆑𓏏𓆆","Q1084","noun","","","Q1775415","feminine","","","claw (of a predatory bird)","EN"
"20730","L1390023","ꞽꜣm","𓇋𓄿𓅓𓏲","Q24905","verb","","","","","","","to bind (animals for sacrifice)","EN"
"24840","L1384930","ꞽꜣm","𓇋𓆭𓅓𓀾","Q1084","noun","","","Q499327","masculine","","","pleasing form","EN"
"24830","L1384153","ꞽꜣm","𓇋𓆭𓐝𓏛𓏥","Q1084","noun","","","Q499327","masculine","","","charm; graciousness","EN"
"24820","L1382696","ꞽꜣm","𓇋𓌳𓆭","Q24905","verb","","","","","","","to be kindly disposed to; to be amiable","EN"
"550093","L1383971","ꞽꜣm","𓇋𓌳𓆭","Q34698","adjective","","","","","","","friendly; charming","EN"
"24810","L1382789","ꞽꜣm","𓇋𓌳𓆭𓇋𓌳𓆭","Q1084","noun","","","Q499327","masculine","","","[a tree and its timber]; jam-timber","EN"
"24960","L1397065","ꞽꜣm.ït","𓇋𓐝𓆭𓇋𓏏𓆰𓏥","Q1084","noun","","","Q1775415","feminine","","","leaves of the iam-tree","EN"
"24990","L1384820","ꞽꜣm.w","𓆭𓅓𓅱𓇶","Q1084","noun","","","","","","","(solar) brilliance","EN"
"25010","L1383069","ꞽꜣm.w","𓆭𓅓𓅱𓉐","Q1084","noun","","","","","","","tent; camp","EN"
"25000","L1390025","ꞽꜣm.w","𓆭𓅱𓈒𓏥","Q1084","noun","","","","","","","(the color) red; [a red mineral]","EN"
"24880","L1390024","ꞽꜣm.t","𓇋𓌳𓏏","Q1084","noun","","","Q1775415","feminine","","","female (ibex and of other game animals)","EN"
"24900","L1382989","ꞽꜣm.t","𓇋𓌳𓏏𓆭𓏛","Q1084","noun","","","Q1775415","feminine","","","graciousness; charm","EN"
"850689","L1391247","ꞽꜣm.t","","Q1084","noun","","","Q1775415","feminine","","","[fruit of the iam-tree]","EN"
"20760","L1386068","ꞽꜣr","𓇋𓄿𓂋𓁸","Q1084","noun","","","Q499327","masculine","","","sorrow","EN"
"20770","L1386069","ꞽꜣr","𓇋𓄿𓂋𓆰𓏥","Q1084","noun","","","Q499327","masculine","","","[a plant (med.)]","EN"
"857076","L1393881","ꞽꜣr","","Q1084","noun","","","Q499327","masculine","","","cloudy eye","EN"
"20810","L1384240","ꞽꜣr.w","𓇋𓄿𓂋𓅱𓆰𓆰𓆰","Q1084","noun","","","Q499327","masculine","","","rushes (?)","EN"
"20780","L1385070","ꞽꜣr.t","𓇋𓄿𓂋𓏏𓁸","Q1084","noun","","","Q1775415","feminine","","","[a headcovering (braid of hair?)]","EN"
"20790","L1390029","ꞽꜣr.t","𓇋𓄿𓂋𓏏𓂐𓏥","Q1084","noun","","","Q1775415","feminine","","","[discharge (of an animal, med.)]","EN"
"20800","L1388526","ꞽꜣr.t","𓇋𓄿𓂋𓏏𓆭","Q1084","noun","","","Q1775415","feminine","","","[a scepter]","EN"
"20750","L1385170","ꞽꜣrr","𓇋𓄿𓂋𓁼","Q24905","verb","","","","","","","to be dim (of eye); to be weak (?) (of heart)","EN"
"857081","L1393883","ꞽꜣrr","","Q1084","noun","","","Q499327","masculine","","","dimness","EN"
"20830","L1380503","ꞽꜣrr.wt","","Q1084","noun","","","Q1775415","feminine","","","grape vine; grapes; raisins","EN"
"20840","L1384798","Ꞽꜣḥs","𓇋𓄿𓎛𓋴𓅆","Q147276","proper noun","Q115642037","deity name","","","","","Iahes (a god of Upper Egypt)","EN"
"20850","L1384175","ꞽꜣḫ","𓇶𓐍𓏲","Q24905","verb","","","","","","","to shine","EN"
"20880","L1382256","ꞽꜣḫ.w","𓇋𓄿𓐍𓅱𓇶","Q1084","noun","","","Q499327","masculine","","","(sun)shine; radiance (esp. of Re)","EN"
